slug,status_live,content_type,venue_type,place,zone,name,address,price_band,url,website,booking_url,booking_provider,phone,email,opening_hours,signature,why_we_go,editor_note_excerpt,if_only_one_thing,best_for,tags,awards,hero_image_src,hero_image_alt,hero_credit,featured_partner,last_verified,publish_date,pair_with,sitemap_exclude
epicurean-red-hill,staging,venue,restaurant,red-hill,red-hill-plateau,The Epicurean,"165 Purves Rd, Red Hill South VIC 3937",$$$,https://peninsulainsider.com.au/explore/restaurants/epicurean-red-hill/,https://epicurean.com.au,https://epicurean.com.au/reservations,direct,+61 3 5989 2000,,,A Red Hill institution that has turned long lunch into a civic duty,"The Epicurean has been doing Red Hill Sunday lunch for longer than most of the ridge's trophy restaurants have existed, and it is finally getting the recognition the food deserves.","The Epicurean has been doing Red Hill Sunday lunch for longer than most of the ridge's trophy restaurants have existed, and it is finally getting the recognition the food deserves. The dining room is unshowy in the best sense - timber, stone, long windows onto vineyard rows - and the cooking is confident Mediterranean with a clear affection for the Peninsula's producers. The pasta course is where…",Order the pasta that sounds most seasonal and do not overthink it.,long lunch | the view | cellar door,"mood:long-lunch,fireplace,view,cellar-door | season:all-year | audience:couples,families,group,first-timers",Good Food Guide 2024,/images/sourced/eat-epicurean-red-hill-01.webp,"The Epicurean Red Hill restaurant exterior with autumn ivy on the corrugated-iron facade, Mornington Peninsula",jem,False,2026-04-09,2026-04-09,Port Phillip Estate | Red Hill Brewery,True
flinders-general-store,staging,venue,cafe,flinders,ocean-coast,Flinders General Store,"45 Cook St, Flinders VIC 3929",$$,https://peninsulainsider.com.au/explore/cafes/flinders-general-store/,https://flindersgeneralstore.com.au,https://flindersgeneralstore.com.au,direct,+61 3 5989 0111,,,"The village general store on Flinders' main street  -  slow-drip coffee, fresh bread, pick-your-own picnics for the Blowhole walk",Flinders General Store is the reason Flinders Village still feels like a village.,"Flinders General Store is the reason Flinders Village still feels like a village. The building is a proper country general store - timber floors, high shelves, a bell on the door - and it holds the things you actually need for a weekend down here: slow-drip coffee, a daily loaf from the on-site bakery, proper breakfast sandwiches to eat in or take to the Blowhole walk, and a small grocery shelf…",Order the coffee first and add food only if you feel like lingering.,couples | families | locals,"mood:slow,walk | season:all-year | audience:couples,families,solo,locals",,/images/sourced/category-cafe-02.webp,"Village cafe interior, editorial placeholder for Flinders General Store pending venue media",Peninsula Insider,False,2026-04-09,2026-04-09,Flinders Sourdough | Mornington Peninsula Chocolates,True
flinders-hotel,staging,venue,hotel,flinders,ocean-coast,Flinders Hotel,"Corner of Cook & Wood St, Flinders VIC 3929",$$$,https://peninsulainsider.com.au/explore/hotels/flinders-hotel/,https://flindershotel.com.au,https://flindershotel.com.au/accommodation,direct,+61 3 5989 0201,,,A polished village-base stay with proper pub energy downstairs and Bass Strait within easy reach,Flinders Hotel works because it understands exactly what it is: a comfortable village anchor rather than a fantasy retreat.,"Flinders Hotel works because it understands exactly what it is: a comfortable village anchor rather than a fantasy retreat. The rooms are contemporary, clean, and well-sized, and the location puts you within walking distance of Flinders' bakery, village shops, and the short drive down to the pier and coast. The attached pub gives the whole property a welcome looseness. Stay here if you want to…",Book the best room category you can justify and stay the second night.,weekend stays | couples | first Peninsula visit,"mood:weekend-escape,slow,walk | season:all-year | audience:couples,first-timers,families",,/images/sourced/venue-flinders-hotel-01.webp,Flinders Hotel — the iconic country pub in the Mornington Peninsula hinterland,Mattinbgn / Wikimedia Commons (CC BY-SA 3.0),False,2026-04-01,2026-04-01,Flinders Sourdough | Flinders General Store,True
flinders-pier-takeaway,staging,venue,cafe,flinders,ocean-coast,Flinders Pier Takeaway,"Flinders Pier Rd, Flinders VIC 3929",$,https://peninsulainsider.com.au/explore/cafes/flinders-pier-takeaway/,,,,,,,"A parcel of flake and chips from the village, eaten on the historic wooden pier with weedy sea dragons drifting under the boards",Flinders Pier Takeaway is less a venue and more a ritual.,"Flinders Pier Takeaway is less a venue and more a ritual. The flake-and-chips parcel from the village takeaway, walked down to the historic wooden pier, eaten sitting on the boards while the weedy sea dragons drift underneath in the clear water - this is one of the Peninsula's best small food moments and it costs less than twenty dollars. The pier is a working heritage structure and the dragons…",Get there early enough to beat the queue and take the best table.,families | couples | locals,"mood:waterfront,quick-bite,walk | season:all-year | audience:families,couples,locals",,/images/sourced/venue-dromana-pier-01.webp,"Wooden Peninsula pier extending over the bay, editorial placeholder for Flinders Pier Takeaway pending venue media",Peninsula Insider,False,2026-04-09,2026-04-09,Flinders Sourdough | Mornington Peninsula Chocolates,True
flinders-sourdough,staging,venue,bakery,flinders,ocean-coast,Flinders Sourdough,"48 Cook St, Flinders VIC 3929",$,https://peninsulainsider.com.au/explore/bakerys/flinders-sourdough/,https://flinderssourdough.com.au,https://flinderssourdough.com.au,none,+61 3 5989 0088,,,A village bakery so good it accidentally became a reason to drive to Flinders,"Flinders Sourdough is what a village bakery should be and increasingly isn't: long queues on weekends, sold out by two, loaves that hold their crust for three days, and a pastry counter that changes with the seasons.","Flinders Sourdough is what a village bakery should be and increasingly isn't: long queues on weekends, sold out by two, loaves that hold their crust for three days, and a pastry counter that changes with the seasons. The miche and the seeded rye are the benchmark loaves. The morning buns are the addiction. The almond croissants are the thing you buy a second of because you already ate the first…",Get there before mid-morning for a loaf and whatever pastry looks best that day.,locals | families | first Peninsula visit,"mood:quick-bite,slow | season:all-year | audience:locals,families,solo,first-timers",,/images/sourced/explore-two-bays-walk-01.webp,Mornington Peninsula landscape — representative image for Flinders Sourdough,Peninsula Insider,False,2026-04-09,2026-04-09,Flinders General Store | Mornington Peninsula Chocolates,True
foxeys-hangout,live,venue,winery,red-hill,red-hill-plateau,Foxeys Hangout,"795 White Hill Rd, Red Hill VIC 3937",$$,https://peninsulainsider.com.au/explore/winerys/foxeys-hangout/,https://www.foxeys-hangout.com.au,https://foxeys-hangout.com.au/visit,direct,+61 3 5989 2022,,,"Biodynamic Red Hill estate with an all-day deck, sunny long lunches, and a sparkling program that holds its own against French fizz","Foxeys is one of the Peninsula's most consistently pleasant cellar doors — sunny, unpretentious, and serious about the wine without making you work for it.","Foxeys is one of the Peninsula's most consistently pleasant cellar doors - sunny, unpretentious, and serious about the wine without making you work for it. The estate is biodynamic-certified, the architect-designed winery sits on a handsome Red Hill slope, and winemaker Chris Strickland was a 2023 Young Gun of Wine finalist, which tells you everything you need to know about the direction the…",Order the sparkling flight.,cellar door | long lunch | garden afternoons,"mood:cellar-door,long-lunch,garden | season:spring,summer,autumn | audience:couples,group,families",Young Gun of Wine Finalist 2023 | Peninsula's First Fully Certified Organic/Biodynamic Winery,/images/sourced/article-red-hill-saturday-01.webp,Mornington Peninsula landscape — representative image for Foxeys Hangout,Peninsula Insider,False,2026-04-09,2026-04-09,Eldridge Estate | Red Hill Bakery,False
garagiste,staging,venue,winery,mornington,bayside,Garagiste,"20 Longview Crescent, Mount Eliza VIC 3930",$$$,https://peninsulainsider.com.au/explore/winerys/garagiste/,https://garagiste.com.au,https://garagiste.com.au,direct,,,,"Barnaby Flanders' micro-production Chardonnay and Pinot project  -  rigour, restraint, and regular appearances in the Halliday Top 100",Garagiste is Barnaby Flanders' solo project and a study in small-batch restraint.,"Garagiste is Barnaby Flanders' solo project and a study in small-batch restraint. Barnaby - who also co-founded Allies Wines - makes tiny quantities of Chardonnay and Pinot Noir under the Garagiste label, sourcing fruit from carefully chosen Peninsula blocks, and the bottles that result routinely punch into the Halliday Top 100 without any marketing theatre behind them. The project is…",Book a tasting and stay long enough for a proper glass afterwards.,wet-weather plan | cellar door | couples,"mood:cellar-door,slow,solo | season:all-year | audience:couples,solo",Halliday Top 100 | 5-Red-Star Winery,/images/sourced/article-long-lunch-01.webp,Mornington Peninsula landscape — representative image for Garagiste,Peninsula Insider,False,2026-04-09,2026-04-09,Thai Orchid | Rocker,True
georgie-bass,live,venue,cafe,flinders,ocean-coast,Georgie Bass Cafe & Cookery,"30 Cook St, Flinders VIC 3929",$$,https://peninsulainsider.com.au/explore/cafes/georgie-bass/,https://www.georgiebass.com.au,https://www.georgiebass.com.au,direct,+61 3 5989 0031,,monFri: 7:00am–2:30pm  satSun: 7:00am–3:00pm,All-day cafe on Cook Street built around produce from their own farm — the natural anchor for a Flinders morning or a post-walk lunch,Georgie Bass is the best all-day cafe in Flinders — built around produce from their own farm and open late enough for a proper post-walk lunch.,"Georgie Bass is the best all-day cafe in Flinders and one of the better ones on the Peninsula. The room is relaxed and the outdoor courtyard works in any weather — it is the kind of place you linger at without planning to. The menu runs on regional produce from Mornington Park, the owners' own farm: proper egg dishes, seasonal vegetable preparations that respect what they are, sourdough that…",Arrive after the cliff walk and order whatever egg dish and seasonal vegetable plate the kitchen is running.,breakfast | post-walk lunch | couples | dog-friendly,"mood:slow,walk,weekend-escape | season:all-year | audience:couples,families,solo,locals",,/images/sourced/category-cafe-02.webp,"Georgie Bass Cafe & Cookery, Cook Street, Flinders — editorial placeholder pending venue media",Peninsula Insider,False,2026-05-11,2026-05-11,Flinders Sourdough | Flinders General Store,False
green-olive-red-hill,staging,venue,restaurant,red-hill,red-hill-plateau,Green Olive at Red Hill,"1180 Mornington-Flinders Rd, Red Hill VIC 3937",$$$,https://peninsulainsider.com.au/explore/restaurants/green-olive-red-hill/,https://greenolive.com.au,https://greenolive.com.au/dine,direct,+61 3 5989 2992,,,"A working olive grove with a produce-driven kitchen  -  grazing boards, wood-fired mains, and a seasonal long lunch under the trees","Green Olive is a working olive grove and smallholding on the ridge, and the on-site kitchen has become one of the more underrated long-lunch destinations in Red Hill.","Green Olive is a working olive grove and smallholding on the ridge, and the on-site kitchen has become one of the more underrated long-lunch destinations in Red Hill. The menu is produce-driven in a genuine way - the olives and oils come from the grove itself, the vegetables are worked out of the kitchen garden, and the wood oven runs through most of the mains. Grazing boards for the middle of…",Go for a long lunch on a sunny Sunday.,long lunch | garden afternoons | cellar door,"mood:long-lunch,garden,slow,cellar-door | season:spring,summer,autumn | audience:couples,group,families",,/images/sourced/category-restaurant-03.webp,Mornington Peninsula landscape — representative image for Green Olive at Red Hill,Peninsula Insider,False,2026-04-09,2026-04-09,Red Hill Truffles | Prancing Horse Estate,True
happy-glamper,live,venue,glamping,merricks,ocean-coast,Happy Glamper,"Peninsula-wide, based Point Leo VIC 3916",$$,https://peninsulainsider.com.au/explore/glampings/happy-glamper/,https://www.happyglamper.com.au/,https://www.happyglamper.com.au/,direct,,,,"Mobile bell-tent glamping service that pitches styled tents at nominated Peninsula foreshore campsites — children welcome, setup handled for you",Mobile glamping pitched at your chosen Peninsula foreshore site — the most flexible glamping format on the Peninsula for families and groups.,"Happy Glamper is a mobile bell-tent service rather than a fixed site: they pitch styled tents at nominated Peninsula foreshore campsites, handle setup and styling, and pack down after your stay. Multiple tent sizes; children welcome; some configurations sleep up to eight guests. Balnarring Deluxe is the most documented fixed-location product, with campsite fees included. The Spa Dreaming Centre…",Ask for the Balnarring Deluxe configuration — site fee included and the most consistent setup.,beach | big-group | family,"mood:beach,slow | season:spring,summer,autumn | audience:families,group",,/images/sourced/place-merricks-01.webp,Mornington Peninsula — representative image for Happy Glamper pending venue media,Peninsula Insider,False,2026-05-07,2026-05-08,Peninsula Hot Springs | Balnarring Beach,False
hastings-fishermens-coop,staging,venue,producer,hastings,bayside,Hastings Fishermen's Co-op,"3 Marine Parade, Hastings VIC 3915",$,https://peninsulainsider.com.au/explore/producers/hastings-fishermens-coop/,,,none,+61 3 5979 1417,,,"A working fishermen's co-op on the Western Port side  -  whatever came off the boats that morning, sold straight from the cabinet","Hastings Fishermen's Co-op is the bayside the Peninsula's tourist map forgets, and that is half the appeal.","Hastings Fishermen's Co-op is the bayside the Peninsula's tourist map forgets, and that is half the appeal. The co-op sits on the working side of Hastings pier, the cabinet is stocked with whatever the boats came in with that morning - whiting, flathead, calamari, Western Port mussels - and the prices are honest because the fish has travelled almost no distance from the water. This is the supply…",Order a pot of mussels and eat them there instead of treating this like a retail stop.,families | locals | couples,"mood:quick-bite | season:all-year | audience:families,locals,couples",,/images/sourced/article-seafood-01.webp,Mornington Peninsula landscape — representative image for Hastings Fishermen's Co-op,Peninsula Insider,False,2026-04-09,2026-04-09,Advance Mussel Supply | Commonfolk Coffee,True
hideaways-red-hill,live,venue,cottage,red-hill,red-hill-plateau,Hideaways at Red Hill,Red Hill VIC 3937,$$,https://peninsulainsider.com.au/explore/cottages/hideaways-red-hill/,https://www.tripadvisor.com/Hotel_Review-g552249-d1437809-Reviews-Hideaways_at_Red_Hill-Red_Hill_Mornington_Peninsula_Victoria.html,,direct,+61 3 5989 2288,,,"Spa cottages for two with gas fires and in-room spa baths, walking distance from Red Hill village and the wine country cluster",Walking distance from Red Hill village — in-room spa baths and a wine-country position without the estate-villa price tag.,"Spa cottages for two with gas fires and in-room spa baths, within walking distance of Red Hill village and the surrounding cellar door cluster. The wine-country position is the primary argument: the Red Hill Community Market on Saturday mornings, cellar doors in every direction, the correct format for a couple whose trip is shaped around the hinterland rather than the beach. Older reviews note…",Call ahead to confirm current condition — older reviews flag inconsistency that may have been resolved.,cellar-door | romance | weekend-escape,"mood:cellar-door,romance,slow,fireplace | season:autumn,winter,spring | audience:couples",,/images/sourced/place-red-hill-01.webp,Mornington Peninsula — representative image for Hideaways at Red Hill pending venue media,Peninsula Insider,False,2026-05-07,2026-05-08,Red Hill Estate | Main Ridge Estate,False
hillview-cottages,staging,venue,cottage,main-ridge,red-hill-plateau,Hillview Farm Cottages,"45 Hillview Rd, Main Ridge VIC 3928",$$$,https://peninsulainsider.com.au/explore/cottages/hillview-cottages/,https://hillviewfarmcottages.com.au,https://hillviewfarmcottages.com.au/book,direct,,,,"Small, quiet cottages on a working Main Ridge farm  -  no hotel, no restaurant, just the plateau and a wood fire",Hillview is the counter-argument to design-hotel weekends.,"Hillview is the counter-argument to design-hotel weekends. Three self-catered cottages on a working farm in Main Ridge, each one with its own paddock view, a wood fire, and enough kitchen to cook dinner rather than book one. The landscape does the heavy lifting: cool mornings, ridge fog, and vineyards visible from the deck. The owners are hands-off in the best way. You check in, collect your eggs…",Book the 'Ridge' cottage if it is available — it has the best view across the pinot blocks.,weekend stays | garden afternoons | couples,"mood:slow,fireplace,weekend-escape,garden | season:all-year | audience:couples,families",,/images/sourced/place-red-hill-01.webp,"Afternoon light on the Peninsula hinterland — Hillview Cottages, Red Hill",Peninsula Insider,False,2026-04-09,2026-04-09,Dexter Wines | Allis Wine Bar,True
hotel-sorrento,staging,venue,hotel,sorrento,tip,Hotel Sorrento,"5-15 Hotham Rd, Sorrento VIC 3943",$$$,https://peninsulainsider.com.au/explore/hotels/hotel-sorrento/,https://hotelsorrento.com.au,https://hotelsorrento.com.au/stay,direct,+61 3 5984 8000,,,A grand old bay-facing pub-hotel whose best rooms still make Sorrento feel gloriously old-school,"Hotel Sorrento has been looking over the bay since the 1870s and, when done right, still delivers the classic Peninsula weekend better than almost anyone.","Hotel Sorrento has been looking over the bay since the 1870s and, when done right, still delivers the classic Peninsula weekend better than almost anyone. The front rooms are the ones to book - high ceilings, balconies, and views over the water that explain why Melbourne has been escaping down here for more than a century. Downstairs, the public bar remains one of the great people-watching rooms…",Book the best room category you can justify and stay the second night.,weekend stays | sunset drinks | couples,"mood:weekend-escape,waterfront,sunset | season:spring,summer,autumn,all-year | audience:couples,group,first-timers",,/images/sourced/venue-sorrento-hotel-01.webp,"Hotel Sorrento — historic heritage building, Sorrento, Mornington Peninsula",Biatch / Wikimedia Commons (Public Domain),False,2026-04-01,2026-04-01,The Baths Sorrento,True
hurley-vineyard,live,venue,winery,balnarring,red-hill-plateau,Hurley Vineyard,"101 Balnarring Rd, Balnarring VIC 3926",$$$,https://peninsulainsider.com.au/explore/winerys/hurley-vineyard/,https://www.hurleyvineyard.com.au,https://www.hurleyvineyard.com.au,direct,+61 3 5931 3000,,,"Kevin Bell's boutique single-vineyard Pinot project — three tiny blocks (Lodestone, Garamond, Hommage) and some of the Peninsula's most sought-after bottles",Hurley is a serious wine person's cellar door.,"Hurley is a serious wine person's cellar door. Kevin Bell's project is built around three tiny, meticulously farmed blocks - Lodestone, Garamond, and Hommage - and the Pinot Noirs that come out of them are allocation-only, routinely top the Peninsula line-ups in blind tastings, and age on the back of a vintage as well as anything in the region. Tastings are by appointment and the experience is…",Taste the Garamond Pinot Noir before you buy anything else.,cellar door | couples | wine people,"mood:cellar-door,slow,solo | season:all-year | audience:couples,solo",James Halliday 5-Red-Star Winery | Allocation-Only Cult Pinot,/images/sourced/place-safety-beach-01.webp,Mornington Peninsula landscape — representative image for Hurley Vineyard,Peninsula Insider,False,2026-04-09,2026-04-09,Quealy Winemakers | Balnarring Bakehouse,False
iluka-retreat,live,venue,glamping,shoreham,ocean-coast,Iluka Retreat & Camp,Red Hill South VIC 3937,$$,https://peninsulainsider.com.au/explore/glampings/iluka-retreat/,https://www.ilukaretreat.com.au/,https://www.ilukaretreat.com.au/,direct,,,,Thirty structures on 36 acres near Shoreham — the Peninsula's only fixed-site multi-tent group glamping venue with a private freshwater lake,The Peninsula's only fixed-site glamping venue with capacity for groups up to 100 — the answer for retreats and social weekends that need outdoor infrastructure.,"Iluka is the Peninsula's group glamping venue. A bell-tent village plus two group lodges on 36 acres near Shoreham, with a private freshwater lake, bird hides, a challenge course, and canoe and SUP hire. Capacity to 100 guests across 30 structures. Shared camp bathrooms and a shared kitchen. This is not a couples-escape product. The rate-per-head calculation changes depending on how many…",Confirm whether you need the full site or just the bell-tent section — capacity and pricing are both much more flexible than the website implies.,big-group | wellness | slow,"mood:wellness,slow | season:spring,summer,autumn | audience:group,couples",,/images/sourced/explore-greens-bush-01.webp,Mornington Peninsula — representative image for Iluka Retreat pending venue media,Peninsula Insider,False,2026-05-07,2026-05-08,Peninsula Hot Springs | Flinders Hotel,False
jackalope,staging,venue,hotel,red-hill,red-hill-plateau,Jackalope Hotel,"166 Balnarring Rd, Merricks North VIC 3926",$$$$,https://peninsulainsider.com.au/explore/hotels/jackalope/,https://jackalopehotels.com/mornington-peninsula,https://jackalopehotels.com/mornington-peninsula/rooms,direct,+61 3 5931 2500,,,"A dramatic art-led design hotel set inside a working vineyard, with Doot Doot Doot's eight-metre chandelier overhead","Jackalope is the most cinematically ambitious thing the Peninsula has built in decades: a black-steel monolith rising out of the Merricks North vineyard, interiors by Carr Design, a giant jackalope sculpture on the lawn, and Doot Doot Doot's extraordinary dining room under a chandelier of 10,000 glass orbs.","Jackalope is the most cinematically ambitious thing the Peninsula has built in decades: a black-steel monolith rising out of the Merricks North vineyard, interiors by Carr Design, a giant jackalope sculpture on the lawn, and Doot Doot Doot's extraordinary dining room under a chandelier of 10,000 glass orbs. It set out to announce that the Peninsula could compete internationally on design, and it…",Book the best room category you can justify and stay the second night.,anniversary weekends | weekend stays | cellar door,"mood:anniversary,weekend-escape,cellar-door | season:all-year | audience:couples",Condé Nast Hot List | AHA Hotel of the Year Victoria,/images/sourced/venue-jackalope-hotel-01.webp,"Dark moody luxury boutique hotel interior evocative of The Jackalope Hotel, Merricks North, Mornington Peninsula",Unsplash,False,2026-04-01,2026-04-01,Doot Doot Doot | Red Hill Estate,True
jetty-road-brewery,staging,venue,brewery,dromana,bayside,Jetty Road Brewery,"12-14 Brasser Ave, Dromana VIC 3936",$$,https://peninsulainsider.com.au/explore/brewerys/jetty-road-brewery/,https://www.jettyroad.com.au,https://www.jettyroad.com.au,direct,+61 3 5981 8080,,,"A polished industrial taproom next door to the Dromana drive-in  -  core beers, a rolling list of seasonals, and the easiest bayside brewery stop","Jetty Road is the most polished of the bayside breweries — an industrial taproom fitted out with enough attention to feel deliberate, right next door to the Dromana drive-in, with enough space on the deck to absorb a weekend crowd.","Jetty Road is the most polished of the bayside breweries - an industrial taproom fitted out with enough attention to feel deliberate, right next door to the Dromana drive-in, with enough space on the deck to absorb a weekend crowd. The core range sits in the accessible craft sweet spot - pale ale, lager, a session XPA - and the rotating list pulls in seasonal experiments the head brewer is…",Use it as your bayside brewery default.,family outing | families | group lunches,"mood:big-group,family,waterfront | season:all-year | audience:families,group,locals",Bayside Craft Brewery,/images/sourced/explore-arthurs-seat-lookout-01.webp,Mornington Peninsula landscape — representative image for Jetty Road Brewery,Peninsula Insider,False,2026-04-09,2026-04-09,Dromana Hotel | Small Stone Pantry,True
johnny-ripe,staging,venue,bakery,main-ridge,red-hill-plateau,Johnny Ripe,"1180 Mornington-Flinders Rd, Main Ridge VIC 3928",$$,https://peninsulainsider.com.au/explore/bakerys/johnny-ripe/,https://johnnyripe.com.au,https://johnnyripe.com.au,none,+61 3 5989 6051,,,"The Peninsula's hinterland pie stop  -  proper beef pies, a sweets cabinet worth detouring for, and a garden café out the back","Johnny Ripe is the pie stop the Peninsula has needed for years, and the one visitors end up returning to on every subsequent trip.","Johnny Ripe is the pie stop the Peninsula has needed for years, and the one visitors end up returning to on every subsequent trip. The savoury case is serious - slow-cooked beef pie, a lamb-and-rosemary number, a sausage roll that respects the form - and the sweets cabinet is the other reason to come: lemon tart, meringues, a rotating set of seasonal fruit tarts that routinely sell out before…",Order a pie and a sweet pastry and eat at least one of them while it is still warm.,family outing | families | couples,"mood:slow,walk,family | season:all-year | audience:families,couples,locals",,/images/sourced/place-red-hill-01.webp,Mornington Peninsula landscape — representative image for Johnny Ripe,Peninsula Insider,False,2026-04-09,2026-04-09,Lightfoot Wines | Mornington Peninsula Cider,True
kanasta-retro-caravans,live,venue,glamping,rye,bayside,Mornington Peninsula Retro Caravans,"Kanasta Caravan Park, Rye VIC 3941",$$,https://peninsulainsider.com.au/explore/glampings/kanasta-retro-caravans/,https://kanastacaravanpark.com.au/retro-caravans/,https://kanastacaravanpark.com.au/retro-caravans/,direct,,,,"Restored 1950s–60s themed caravans 500 metres from Rye beach — dog-friendly in designated units, the clearest glamping-adjacent option on the bay side","Styled retro caravans, 500 metres from Rye beach, dogs welcome — the most accessible glamping-adjacent option on the bay side.","Thirteen themed retro caravans at Kanasta Caravan Park, restored and styled to a 1950s and 1960s aesthetic, 500 metres from Rye's bay beach. Named units — each styled distinctly — with select vans carrying an electric stove-top, fridge, microwave, and air-conditioning. Dogs welcome in designated units at $22 per night. This is not a thermal-wellness proposition. The appeal is character, beach…",Book a unit with air-conditioning for summer and confirm dog policy for your specific breed before booking.,dog-friendly | weekend-escape | beach,"mood:beach,slow,weekend-escape | season:spring,summer,autumn | audience:couples,families",,/images/sourced/place-rye-01.webp,Mornington Peninsula — representative image for Retro Caravans at Rye pending venue media,Peninsula Insider,False,2026-05-07,2026-05-08,Peninsula Hot Springs | Rye Ocean Beach,False
kerri-greens,staging,venue,winery,merricks,red-hill-plateau,Kerri Greens,"235 Stanleys Rd, Red Hill South VIC 3937",$$,https://peninsulainsider.com.au/explore/winerys/kerri-greens/,https://www.kerrigreens.com,https://www.kerrigreens.com,direct,,,,"Tom McCarthy and Lucas Blanck's new-school Peninsula label  -  lighter-style Pinot, approachable Chardonnay, a cellar door that feels like a bar",Kerri Greens is the Peninsula's new-school face.,"Kerri Greens is the Peninsula's new-school face. Tom McCarthy and Lucas Blanck launched the label a few years ago with a clear intent to make lighter, more immediate wines than the regional default - Pinot Noir that doesn't need to be cellared before it can be drunk, Chardonnay that leans into freshness rather than heft - and built a cellar door to match. The experience is closer to a good wine…",Book a tasting and stay long enough for a proper glass afterwards.,cellar door | garden afternoons | couples,"mood:cellar-door,slow,garden | season:spring,summer,autumn | audience:couples,group,solo",Young Gun of Wine Cellar Door of the Year Finalist,/images/sourced/article-peninsula-pantry-01.webp,Mornington Peninsula landscape — representative image for Kerri Greens,Peninsula Insider,False,2026-04-09,2026-04-09,Merricks General Wine Store | Stonier Wines,True
kooyong,live,venue,winery,main-ridge,red-hill-plateau,Kooyong,"263 Red Hill Rd, Red Hill South VIC 3937",$$$,https://peninsulainsider.com.au/explore/winerys/kooyong/,https://www.kooyong.com,https://www.kooyong.com/cellar-door,direct,+61 3 5989 4444,,,Single-vineyard pinot noir and chardonnay from one of the Peninsula's most decorated estates,"Kooyong is the Peninsula's most consistently serious producer of single-vineyard wine, and the cellar door reflects it.","Kooyong is the Peninsula's most consistently serious producer of single-vineyard wine, and the cellar door reflects it. The estate sits on the Main Ridge plateau with forty-odd hectares under vine, split into named single blocks - Haven, Meres, Ferrous, Faultline - that have given the Peninsula some of its most collectible bottles of the past fifteen years. The tasting room is smaller and more…",Book the single-vineyard tasting.,cellar door | couples | wine people,"mood:cellar-door,slow | season:all-year | audience:couples,solo",Halliday 5 Red Stars | James Halliday Top Winery Australia,/images/sourced/article-hatted-restaurants-01.webp,Mornington Peninsula landscape — representative image for Kooyong,Peninsula Insider,False,2026-04-09,2026-04-09,La Baracca at T'Gallant | Johnny Ripe,False
la-baracca-tgallant,staging,venue,restaurant,main-ridge,red-hill-plateau,La Baracca at T'Gallant,"1385 Mornington-Flinders Rd, Main Ridge VIC 3928",$$,https://peninsulainsider.com.au/explore/restaurants/la-baracca-tgallant/,https://www.tgallant.com.au/la-baracca,https://www.tgallant.com.au/dining,direct,+61 3 5989 6565,,,"The Peninsula's original winery pizza barn  -  wood-fired margheritas, handmade pasta, and the estate's Pinot Grigio by the carafe",La Baracca is T'Gallant's on-site trattoria and one of the oldest family-friendly winery lunch rooms on the Peninsula.,"La Baracca is T'Gallant's on-site trattoria and one of the oldest family-friendly winery lunch rooms on the Peninsula. The setting is rustic in the literal sense - it genuinely feels like a Tuscan barn repurposed as a dining room - and the menu is the Italian long-lunch classics: wood-fired margheritas and prosciutto pizzas, a short handmade pasta list, a couple of mains for people who want…",Order from the wood-fired side of the menu and keep the wine simple.,long lunch | family outing | garden afternoons,"mood:long-lunch,big-group,family,garden | season:spring,summer,autumn | audience:families,group,first-timers",,/images/sourced/category-restaurant-03.webp,Mornington Peninsula landscape — representative image for La Baracca at T'Gallant,Peninsula Insider,False,2026-04-09,2026-04-09,T'Gallant | Mornington Peninsula Cider,True
laura-pt-leo,staging,venue,restaurant,red-hill,red-hill-plateau,Laura at Pt. Leo,"3649 Frankston-Flinders Rd, Merricks VIC 3916",$$$$,https://peninsulainsider.com.au/explore/restaurants/laura-pt-leo/,https://www.ptleoestate.com.au/laura,https://www.ptleoestate.com.au/laura-reservations,direct,+61 3 5989 9011,,,A ten-course chef's counter degustation threaded through Phillip Daffara's produce garden,If the main Pt.,"If the main Pt. Leo restaurant is the grand dining room, Laura is the private chef's counter tucked behind it - intimate, considered, and the place where Phillip Daffara's cooking is allowed to stretch out. Ten courses, one seating of around twenty, and the kind of quiet technical precision that only a small room can deliver. The garden and the paddocks do most of the work. There's a disciplined…",Book eight weeks ahead.,wet-weather plan | anniversary weekends | long lunch,"mood:anniversary,long-lunch,view | season:spring,summer,autumn | audience:couples",Good Food Guide 2024 | Chef Hat × 2,/images/sourced/venue-pt-leo-sculpture-01.webp,"Laura at Pt. Leo Estate — sculpture park and vineyard dining, Merricks",Emma White / Wikimedia Commons (CC BY-SA 4.0),False,2026-04-01,2026-04-01,Tuck's Ridge | Jackalope Hotel,True
